O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
11-9151.00,Social and Community Service Managers,1136,Represent organizations in relations with governmental and media institutions.,Supplemental,72.0,08/2018,Incumbent
11-9151.00,Social and Community Service Managers,1141,Direct fundraising activities and the preparation of public relations materials.,Supplemental,72.0,08/2018,Incumbent
11-9161.00,Emergency Management Directors,7273,"Develop and implement training procedures and strategies for radiological protection, detection, and decontamination.",Supplemental,22.0,08/2023,Occupational Expert
11-9161.00,Emergency Management Directors,7274,"Inventory and distribute nuclear, biological, and chemical detection and contamination equipment, providing instruction in its maintenance and use.",Supplemental,22.0,08/2023,Occupational Expert
11-9179.01,Fitness and Wellness Coordinators,15554,"Organize and oversee health screenings or other preventive measures, such as mammography, blood pressure, or cholesterol screenings or flu vaccinations.",Supplemental,26.0,08/2022,Occupational Expert
11-9179.01,Fitness and Wellness Coordinators,20314,Interpret insurance data or Health Reimbursement Account (HRA) data to develop programs that address specific needs of target populations.,Supplemental,26.0,08/2022,Occupational Expert
11-9199.01,Regulatory Affairs Managers,18044,Evaluate new software publishing systems and confer with regulatory agencies concerning news or updates on electronic publishing of submissions.,Supplemental,23.0,08/2024,Occupational Expert
11-9199.02,Compliance Managers,21092,"Develop risk management strategies based on assessment of product, compliance, or operational risks.",Supplemental,76.0,08/2019,Incumbent
11-9199.02,Compliance Managers,19533,Advise technical professionals on the development or use of environmental compliance or reporting tools.,Supplemental,77.0,08/2019,Incumbent
11-9199.02,Compliance Managers,19534,Conduct environmental audits to ensure adherence to environmental standards.,Supplemental,77.0,08/2019,Incumbent
11-9199.02,Compliance Managers,19537,Evaluate testing procedures to meet the specifications of environmental monitoring programs.,Supplemental,75.0,08/2019,Incumbent
11-9199.02,Compliance Managers,19538,Review or modify policies or operating guidelines to comply with changes to environmental standards or regulations.,Supplemental,76.0,08/2019,Incumbent
11-9199.02,Compliance Managers,15643,Review communications such as securities sales advertising to ensure there are no violations of standards or regulations.,Supplemental,77.0,08/2019,Incumbent
11-9199.02,Compliance Managers,21093,"Oversee internal reporting systems, such as corporate compliance hotlines.",Supplemental,76.0,08/2019,Incumbent
11-9199.02,Compliance Managers,15636,Verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,Supplemental,76.0,08/2019,Incumbent
11-9199.02,Compliance Managers,19536,"Direct environmental programs, such as air or water compliance, aboveground or underground storage tanks, spill prevention or control, hazardous waste or materials management, solid waste recycling, medical waste management, indoor air quality, integrated pest management, employee training, or disaster preparedness.",Supplemental,76.0,08/2019,Incumbent
11-9199.08,Loss Prevention Managers,15785,"Maintain databases such as bad check logs, reports on multiple offenders, and alarm activation lists.",Supplemental,22.0,08/2019,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15841,Provide training on hazardous material or waste cleanup procedures and technologies.,Supplemental,22.0,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15851,Develop or implement plans for revegetation of brownfield sites.,Supplemental,22.0,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15842,"Provide expert witness testimony on issues such as soil, air, or water contamination and associated cleanup measures.",Supplemental,22.0,08/2021,Occupational Expert
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12871,"Manage business and financial affairs for clients, such as arranging travel and lodging, selling tickets, and directing marketing and advertising activities.",Supplemental,63.0,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12877,"Hire trainers or coaches to advise clients on performance matters, such as training techniques or performance presentations.",Supplemental,64.0,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12874,Prepare periodic accounting statements for clients.,Supplemental,64.0,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12876,"Obtain information about or inspect performance facilities, equipment, and accommodations to ensure that they meet specifications.",Supplemental,64.0,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12875,"Advise clients on financial and legal matters, such as investments and taxes.",Supplemental,64.0,08/2020,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12884,"Examine or test crops or products to estimate their value, determine their grade, or locate any evidence of disease or insect damage.",Supplemental,71.0,07/2013,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12885,"Coordinate or direct activities of workers engaged in cutting, transporting, storing, or milling products and maintaining records.",Supplemental,71.0,07/2013,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12887,"Sell supplies, such as seed, feed, fertilizers, or insecticides, arranging for loans or financing as necessary.",Supplemental,71.0,07/2013,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12889,Advise farm groups or growers on land preparation or livestock care techniques that will maximize the quantity and quality of production.,Supplemental,70.0,07/2013,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12886,Calculate applicable government grain quotas.,Supplemental,71.0,07/2013,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12888,"Estimate land production possibilities, surveying property and studying factors such as crop rotation history, soil fertility, or irrigation facilities.",Supplemental,70.0,07/2013,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",72,Consult with store or merchandise managers about budgets or goods to be purchased.,Supplemental,82.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",77,"Provide clerks with information to print on price tags, such as price, mark-ups or mark-downs, manufacturer number, season code, or style number.",Supplemental,81.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",76,Train or supervise sales or clerical staff.,Supplemental,81.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",78,"Determine which products should be featured in advertising, the advertising medium to be used, or when the ads should be run.",Supplemental,81.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",79,Monitor competitors' sales activities by following their advertisements in newspapers or other media.,Supplemental,81.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",19547,Analyze environmental aspects of competing merchandise when making buying decisions.,Supplemental,82.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",19548,Compare transportation options to determine the most energy-efficient options.,Supplemental,81.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",19549,Develop strategies to advertise green products or merchandise to consumers.,Supplemental,81.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",19550,"Identify opportunities to buy green commodities, such as alternative energy, water, or carbon-neutral products for resale to consumers.",Supplemental,82.0,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",19551,Monitor consumer preferences or environmental trends to determine the best way to introduce new green products.,Supplemental,81.0,07/2015,Incumbent
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1155,Arrange the payment of duty and freight charges.,Supplemental,20.0,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1154,"Interview vendors and visit suppliers' plants and distribution centers to examine and learn about products, services, and prices.",Supplemental,20.0,08/2025,Occupational Expert
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21436,Supervise claims adjusters to ensure that adjusters have followed proper methods.,Supplemental,44.0,08/2022,Incumbent
